location,n_peak,peak_magnitude_norm,hosp_patients_norm,icu_patients_norm,total_tests_norm,new_tests_norm,total_cases_norm,mask_use,mobility,vaccination_1_dose,vaccination_full,reproduction_rate,positive_rate,tests_per_case,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
Portugal,3,0.0378926894312634,,,,,4696.661255204234,54.14,0.0,9673781.0,9093354.0,1.02,,,13.89,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,82.05,0.864
Qatar,1,0.009712902265942883,,,,,275.9779479710796,81.84,-24.0,,,0.84,,,80.56,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,80.23,0.848
Qatar,2,0.022688848011481907,,,,,679.6736692823537,83.98,-25.0,897867.0,506192.0,0.91,,,85.19,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,80.23,0.848
Qatar,3,0.004458976606231513,,,17.240793796604294,9.515363122772582,1128.9721565153536,74.82,1.0,2488451.0,2339144.0,0.71,,,69.44,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,80.23,0.848
Romania,1,0.08466865398646534,,0.6535000521754442,,,246.5190404820802,86.02,-35.0,,,0.89,0.2626,3.8,76.85,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,76.05,0.828
Romania,2,0.08321228844634912,6.792740942332437,0.7570144604400345,,,538.1201741635147,79.89,-20.0,2618386.0,1604904.0,0.76,0.113,8.8,63.89,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,76.05,0.828
Romania,3,0.060246252673860815,0.30636082445984825,0.052802804215775885,,,564.9293603039602,46.58,-9.0,4984185.0,4470150.0,0.71,0.0024,412.6,31.48,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,76.05,0.828
Romania,4,0.22564557921330303,10.369738827919948,0.9713624775535802,,,851.3803907742104,68.86,-21.0,6939899.0,6230292.0,0.86,0.2285,4.4,57.41,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,76.05,0.828
Romania,5,0.06920572688758524,6.07650488514815,0.6043568482518508,,,1345.888062655703,62.84,-13.0,8934868.0,8025764.0,0.77,0.3365,3.0,47.22,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,76.05,0.828
Russia,1,0.037406381401527015,,,5.942252859740371,2.144648506070322,195.3260575060772,67.44,-11.0,48643.0,85052.0,1.03,0.0601,16.6,47.69,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,72.58,0.824
Russia,2,0.0827511711817687,,,,,626.0724013542902,55.62,-8.0,64333436.0,53578117.0,0.95,0.0686,14.6,60.65,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,72.58,0.824
Rwanda,1,0.0028857817136828884,,,,,9.372186997538586,58.22,-55.0,0.0,0.0,1.28,0.0555,18.0,74.07,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.543
Rwanda,2,0.009655961115403986,,,1.309736582267774,0.6353322938538775,38.21936129784642,58.22,-19.0,428783.0,269810.0,1.18,0.1039,9.6,54.63,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.543
Rwanda,3,0.00290160880673749,,,3.1947347335148217,1.5052140557647762,93.31212395540186,58.22,17.0,8022910.0,6293603.0,0.75,0.0375,26.6,80.56,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.543
San Marino,1,0.3844591496618642,,,,,32.049397236107026,7.16,-51.0,,,0.97,,,79.63,556.667,,,,56861.47,,,5.64,,,,84.97,
Saudi Arabia,1,0.013385040044503955,,,0.5277377232130225,1.4752121351371847,57.10161773910406,78.65,-31.0,,,0.98,0.0842,11.9,71.3,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,75.13,0.854
Saudi Arabia,2,0.004523217544201187,,,5.738148218992957,2.123869716145813,131.20941645718193,79.04,-9.0,14450956.0,1310660.0,1.05,0.0138,72.7,53.7,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,75.13,0.854
Senegal,1,0.0019598360252677497,,,0.04626341886874787,0.07408567001707576,3.9502665339560097,54.08,-26.0,,,1.05,0.1019,9.8,46.3,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,67.94,0.512
Senegal,2,0.005213264095990837,,,0.22157430536833836,0.15038111669086177,18.975003239067362,57.62,-23.0,0.0,0.0,0.89,0.1344,7.4,50.46,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,67.94,0.512
Senegal,3,0.00936040211073214,,,0.39675958351060003,0.23551566999148887,38.90253652121141,55.3,-1.0,994518.0,317468.0,0.86,0.195,5.1,19.44,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,67.94,0.512
Senegal,4,0.0010408999466629699,,,0.6171266530001672,0.0715269812566744,49.91652859439363,26.69,25.0,1475913.0,1088436.0,0.95,0.0027,367.6,26.85,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,67.94,0.512
Serbia,1,0.08128911413979995,11.624747673267752,0.40602210826761426,2.7438653915923155,2.6532598845645676,311.2006655852023,62.34,-35.0,0.0,0.0,1.08,0.3617,2.8,60.19,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,76.0,0.806
Serbia,2,0.05698628514074051,11.342424056766257,0.4249407011259619,5.069696823728339,1.7042741612623764,898.8791024786703,53.76,-20.0,1484835.0,1090763.0,0.91,0.2934,3.4,61.11,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,76.0,0.806
Serbia,3,0.09252536928001802,9.852221050077953,0.40602210826761426,9.286661358788638,3.514346914894128,1691.732589473666,43.21,6.0,3175702.0,2985160.0,0.91,0.2886,3.5,40.74,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,76.0,0.806
Serbia,4,0.08842874782054172,6.586580867452409,0.2634050236431476,12.287240413257743,4.2312160565881305,2644.5384132568693,37.67,8.0,3347134.0,3146306.0,0.75,0.4322,2.3,36.11,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,76.0,0.806
Sierra Leone,1,0.0018860833697830937,,,,,0.5011458183250601,27.03,-23.0,,,1.24,,,70.37,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,54.7,0.452
Sierra Leone,2,0.0019359734026683313,,,,,6.685629140057113,68.23,14.0,91280.0,17358.0,1.16,,,56.48,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,54.7,0.452
Singapore,1,0.02378932514302479,,,,,381.3536012908904,89.95,-23.0,4686874.0,4405662.0,0.92,,,48.15,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,83.62,0.938
Singapore,2,0.018003476989511515,,,,19.931788176617278,1440.9289276807979,86.39,-17.0,4996084.0,4696319.0,1.03,0.1501,6.7,56.48,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,83.62,0.938
Slovakia,1,0.17629766713706607,6.914687655410725,1.057022316750684,30.535080845691258,33.28812850161581,1107.487791942774,79.58,-41.0,393632.0,197770.0,0.95,0.017,58.8,71.3,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,77.54,0.86
Slovakia,2,0.14680311997753828,5.903543043380123,1.0313308021074383,83.90078304066415,14.848227377245026,2365.9169026309946,45.03,-20.0,2747133.0,2582305.0,0.8,0.134,7.5,62.96,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,77.54,0.86
Slovenia,1,0.2370359229680915,6.200922393219298,0.9380759244978768,2.6256408381491907,3.3328153871391235,391.3412224716809,83.0,-52.0,0.0,0.0,1.03,0.266,3.8,87.04,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,81.32,0.917
Slovenia,2,0.08593467051646611,5.546674568954113,1.3614127519635855,9.162149069404629,4.1482198445872775,1950.606213526285,50.2,-11.0,1227651.0,1138668.0,0.9,0.42,2.4,55.56,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,81.32,0.917
Slovenia,3,0.07981254823273712,3.9062443625244923,0.7023542819317437,16.40019377281148,62.037606742216255,3926.925328675345,43.13,-14.0,1265340.0,1189419.0,0.75,0.097,10.3,61.11,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,81.32,0.917
Somalia,1,0.005789502522693236,,,,,6.243467098627709,39.92,-9.0,0.0,0.0,1.04,,,45.37,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,57.4,
Somalia,2,0.004513121099055595,,,,,13.87145083896207,8.43,20.0,371167.0,320482.0,0.36,,,37.96,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,57.4,
South Africa,1,0.042089453022181346,,,0.5185022496587223,0.5827421193659185,88.25106347230695,80.94,-27.0,,,0.78,0.2448,4.1,75.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,64.13,0.709
South Africa,2,0.09039628286174896,,,1.2380619391800365,1.2462943437123577,215.98315952054625,84.54,-38.0,0.0,2124.0,0.94,0.2708,3.7,56.48,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,64.13,0.709
South Africa,3,0.06371530475102793,,,2.4025208955411808,0.9323640739724909,390.11527864596644,83.05,-13.0,5045795.0,2154922.0,0.85,0.2745,3.6,72.22,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,64.13,0.709
South Africa,4,0.029961999131407957,,,3.7846816418294953,0.5118250898920815,607.1198898850731,64.47,18.0,20148196.0,16964018.0,0.92,0.0924,10.8,41.67,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,64.13,0.709
South Korea,1,0.013387140570434363,,0.20719153838333373,,,114.99383765975774,94.54,-22.0,44018117.0,41377030.0,0.95,,,50.93,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,83.03,0.916
South Korea,2,0.06514686931051646,,0.211479604088351,6.8313919310765945,11.520161393437357,2241.0427375136205,93.48,-27.0,45124196.0,42416744.0,0.95,0.6306,1.6,40.74,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,83.03,0.916
South Sudan,1,0.0012361980198002404,,,,,1.4673092719800072,44.7,-19.0,,,0.72,,,85.19,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,57.85,0.433
South Sudan,2,0.0011398484137727799,,,,,5.20323683153629,43.12,-19.0,0.0,0.0,0.98,0.1811,5.5,77.78,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,57.85,0.433
South Sudan,3,0.0005288095362274705,,,,,10.478521184211717,47.2,14.0,74616.0,29740.0,1.08,0.0292,34.2,25.0,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,57.85,0.433
Spain,1,0.16306434883778792,,,0.0690768087451782,0.5502809688889841,22.27351161170285,40.91,-82.0,,,1.4,0.364,2.7,85.19,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,83.56,0.904
Spain,2,0.07086243226070794,3.537260747416457,0.6272300279059603,3.284880027603255,4.414313158197104,284.27125935959515,95.07,-40.0,,,1.11,0.135,7.4,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,83.56,0.904
Spain,3,0.09575526376381101,4.741234348049044,1.0148633193676246,6.573681954286183,3.5275057374326537,629.3671452247804,96.07,-45.0,1375877.0,714571.0,0.86,0.106,9.4,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,83.56,0.904
Spain,4,0.024219539879710886,1.1596909895218999,0.3596090303239834,12.05726058226585,2.687098791788532,1033.647917430515,70.39,-14.0,36450458.0,32659431.0,0.77,0.088,11.4,47.69,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,83.56,0.904
Spain,5,0.05673882706401731,2.126421035943126,0.3116896830351242,18.070496890045057,3.3792980418892538,2283.208433907807,70.74,-12.0,40806373.0,38357990.0,0.71,0.238,4.2,46.76,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,83.56,0.904
Sri Lanka,1,0.02831795918986314,,,1.771677809303175,0.8809475940845797,105.09316841840555,86.1,-77.0,2285572.0,544898.0,0.92,0.1183,8.5,85.19,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,76.98,0.782
Sri Lanka,2,0.09118003465178381,,,2.4679320283201998,0.9626322479663265,196.09759474047587,85.77,-82.0,12504871.0,6873138.0,1.09,0.2421,4.1,86.11,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,76.98,0.782
Suriname,1,0.03227569297294009,,,0.07044633472907985,0.6150747383397713,71.8488403137557,77.96,-32.0,,,0.79,0.234,4.3,96.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,71.68,0.738
Suriname,2,0.02199763177638316,,,,,118.41878478805268,73.46,-29.0,0.0,0.0,1.15,,,67.59,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,71.68,0.738
Suriname,3,0.13296338243792646,,,,,306.016579981683,73.91,-17.0,102120.0,25297.0,1.03,,,81.48,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,71.68,0.738
Suriname,4,0.13726267305736078,,,,,748.0593040192767,73.51,-13.0,236657.0,178735.0,0.99,,,58.33,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,71.68,0.738
Suriname,5,0.057683682895177064,,,1.1035691232481355,1.5985184133775376,1184.0864619346466,73.72,-2.0,264420.0,231957.0,0.91,0.485,2.1,60.19,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,71.68,0.738
Sweden,1,0.08969959057727345,2.282444595601309,0.5305035088525681,,,14.885593817970761,1.24,-24.0,,,1.12,,,64.81,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,82.8,0.945
Sweden,2,0.1125252697324914,2.536377629523318,0.349403980784159,4.555139343783892,2.9100922534775293,515.2340627740176,7.14,-36.0,97562.0,63.0,0.99,0.1629,6.1,69.44,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,82.8,0.945
Sweden,3,0.04591518320727068,1.2982080300121288,0.06594384989447508,17.72094708360371,0.6769579098122382,2409.5902436172505,2.62,-14.0,7836838.0,7366628.0,0.55,0.302,3.3,19.44,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,82.8,0.945
Switzerland,1,0.059868414710629134,1.8541691383184935,0.5346799619161002,,,24.209757932252607,3.92,-31.0,,,0.91,,,73.15,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,83.78,0.955
Switzerland,2,0.10784419268718444,3.338881307244317,0.5473011627338622,3.1694956132148104,3.670818888751458,441.23373844328273,58.71,-10.0,0.0,1.0,1.07,0.149,6.7,60.19,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,83.78,0.955
Switzerland,3,0.026471670418222997,1.8667903391362555,0.33733027640200314,15.47460189864166,8.447599183706627,1337.592567902634,45.08,0.0,5936959.0,5580741.0,1.12,0.167,6.0,50.0,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,83.78,0.955
Syria,1,0.006460624581137888,,,,,5.339876373572258,55.7,-11.0,0.0,0.0,1.16,,,39.35,,21.7,,2.577,,,376.264,,,,70.598,72.7,0.567
Syria,2,0.006329784603646459,,,,,11.88736696545315,54.4,-16.0,8866.0,1127.0,1.0,,,57.87,,21.7,,2.577,,,376.264,,,,70.598,72.7,0.567
Syria,3,0.006387815965940355,,,,,21.833358649275564,41.36,11.0,717666.0,411386.0,1.07,,,60.65,,21.7,,2.577,,,376.264,,,,70.598,72.7,0.567
Taiwan,1,0.00953649127260825,,,0.3185368875164494,1.3377065310562881,4.902115312642109,96.81,-41.0,743578.0,22093.0,0.94,0.015,66.5,71.3,,42.2,,8.353,,,103.957,,,,,80.46,
Taiwan,2,0.05897588640506849,,,4.947260969269011,4.421210003367008,1030.3417211178466,88.84,-9.0,20222878.0,19009506.0,1.05,0.8121,1.2,26.85,,42.2,,8.353,,,103.957,,,,,80.46,
Thailand,1,0.03611886128207402,,,1.731682608432859,0.8535708303962708,160.236665621933,87.0,-36.0,22552587.0,6860084.0,0.93,0.3244,3.1,75.93,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,77.15,0.777
Thailand,2,0.01751263395764031,,,3.3988331863443992,0.8360013497478315,583.8813038481709,77.54,-17.0,56376475.0,50629693.0,0.89,0.5582,1.8,40.28,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,77.15,0.777
Timor,1,0.00399227875955725,,,,,34.14752116082225,80.84,-38.0,132835.0,124865.0,1.19,,,78.7,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,69.5,0.606
Timor,2,0.01731296412984839,,,1.3756562180262302,,124.13356897032834,72.17,-39.0,185027.0,173925.0,0.94,0.2039,4.9,68.98,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,69.5,0.606
Timor,3,0.0022270655827364896,,,,,168.0513440610176,70.67,-11.0,221378.0,208095.0,0.6,0.0891,11.2,36.11,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,69.5,0.606
Togo,1,0.0008503355213262372,,,0.08727870707158394,0.1665439604106606,1.7845680743720218,37.41,-2.0,,,0.97,0.0151,66.1,49.07,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,61.04,0.515
Togo,2,0.0011107378042523439,,,0.30438739540579285,0.14507724596679358,9.992637624639638,70.56,1.0,0.0,0.0,1.17,0.0903,11.1,69.44,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,61.04,0.515
Togo,3,0.0021346118299053036,,,0.5575813948221813,0.24427233853433297,26.224776315656005,28.84,21.0,410664.0,234000.0,0.99,0.1088,9.2,50.93,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,61.04,0.515
Togo,4,0.0010838078847006255,,,0.7504503881818896,0.21572868526281747,40.87875764810677,28.84,26.0,1404110.0,1049818.0,1.0,0.2183,4.6,21.76,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,61.04,0.515
Trinidad and Tobago,1,0.10030312781909884,,,1.2704667465693391,1.1529357106516154,161.1829775954236,62.5,-57.0,84900.0,1179.0,1.05,0.251,4.0,64.81,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,73.51,0.796
Trinidad and Tobago,2,0.1790451647956995,,,3.4719183909634923,0.5878689501159349,611.9038830703719,86.53,-5.0,704942.0,660103.0,0.97,0.341,2.9,59.26,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,73.51,0.796
Tunisia,1,0.05973922645420938,,,,,59.96180889635552,46.78,-15.0,,,1.06,,,68.52,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,76.7,0.74
Tunisia,2,0.06241008185148433,,,,,165.36268646062373,52.49,-18.0,0.0,0.0,0.92,,,72.22,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,76.7,0.74
Tunisia,3,0.0663079680278531,,,1.0936643854553423,0.536203631372068,258.98551613453486,51.81,-13.0,282121.0,89962.0,0.98,0.2647,3.8,72.22,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,76.7,0.74
Tunisia,4,0.14781397604711352,,,,,485.0648856663051,57.07,4.0,1730512.0,1037184.0,0.89,0.2579,3.9,79.63,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,76.7,0.74
Tunisia,5,0.04989339718848329,,,,,792.1177060806498,39.86,17.0,7129507.0,6276485.0,0.93,0.3721,2.7,59.26,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,76.7,0.74
Turkey,1,0.013167436640326342,,,0.06984570675148552,0.41560280939220956,10.148544609383217,71.56,-62.0,,,1.04,0.1137,8.8,77.78,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,77.69,0.82
Turkey,2,0.028970980672587958,,,2.7033316519825985,2.3777339430848037,244.88981633892868,88.72,-42.0,0.0,0.0,0.44,0.1157,8.6,62.5,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,77.69,0.82
Turkey,3,0.040491545074467034,,,5.455498633063734,3.3182375505886825,553.907625925864,85.0,-37.0,13383037.0,8295424.0,0.79,0.1609,6.2,87.04,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,77.69,0.82
Turkey,4,0.030755874658124824,,,9.124001607850435,3.3322657916368073,761.812625595677,58.83,8.0,49501482.0,38141442.0,1.06,0.0723,13.8,28.7,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,77.69,0.82
Turkey,5,0.03121073702285402,,,16.314855157058915,5.447155416072221,1549.086920251484,59.18,12.0,57721999.0,52672756.0,0.94,0.1972,5.1,58.33,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,77.69,0.82
Ukraine,1,0.05141501292641086,,,1.1404788231354939,0.9091761988028478,206.04680967934576,72.8,-17.0,0.0,0.0,0.91,0.3403,2.9,61.57,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,72.06,0.779
Ukraine,2,0.0896733160524135,,,1.9963999208407737,0.47923908492781003,440.20126431143274,69.2,-24.0,388399.0,5.0,0.97,0.3298,3.0,66.67,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,72.06,0.779
Ukraine,3,0.15706319316374223,,,3.466346584988431,1.5492505985369716,760.0495844853807,65.39,-14.0,12023097.0,8443014.0,0.96,0.3849,2.6,57.41,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,72.06,0.779
Ukraine,4,0.053980764271195164,,,4.385137933479471,,1093.6898032250897,58.23,-13.0,15631958.0,14694041.0,0.96,0.5412,1.8,75.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,72.06,0.779
United Arab Emirates,1,0.007830087865349533,,,1.2448510336667207,2.5253518562502184,14.743146463701683,81.46,-53.0,,,1.09,0.0206,48.6,77.78,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,77.97,0.89
United Arab Emirates,2,0.014933365181732551,,,29.38633179205898,19.787744731977504,370.7556027709909,87.22,-27.0,3411455.0,2099765.0,0.92,0.0174,57.5,53.7,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,77.97,0.89
United Arab Emirates,3,0.0054041386384238825,,,56.97057265964061,26.65797091266282,627.4955377710305,83.85,-24.0,7137576.0,6078913.0,0.99,0.008,125.6,47.22,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,77.97,0.89
United Arab Emirates,4,0.0035472184346782027,,,122.78539874005651,50.0592378223662,833.9446284251667,77.01,-5.0,8819186.0,8290035.0,0.93,0.0056,179.4,47.22,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,77.97,0.89
United Kingdom,1,0.12891235650287153,3.124014307363892,0.48044841774129304,0.055661202730260664,0.21358475891532372,14.291764345871604,8.21,-71.0,,,1.13,0.2735,3.7,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,81.32,0.932
United Kingdom,2,0.17569806017595174,5.580209712435568,0.5805846000169426,8.85422303603111,9.605610933780309,520.038569583812,66.67,-54.0,5383103.0,466796.0,0.82,0.0724,13.8,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,81.32,0.932
United Kingdom,3,0.03877948706347552,2.67112899689613,0.09735054909374996,62.29997211141348,21.47561909744488,2294.612259946961,45.95,-19.0,52346582.0,48082636.0,0.94,0.067,14.9,46.76,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,81.32,0.932
United Kingdom,4,0.03704903665913793,2.4198355614342515,0.04955494818326429,72.67311134143573,5.655363163437761,3222.9685014967795,15.04,-14.0,53248088.0,49661362.0,0.81,0.0704,14.2,11.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,81.32,0.932
United States,1,0.06506758765750571,,,0.12904777631066355,0.5965996000529552,21.360853128566955,49.23,-50.0,,,1.01,0.188,5.3,72.69,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,78.86,0.926
United States,2,0.09739267955166248,3.8023210688260995,0.863103002659471,8.411820967890447,6.3662662508336885,698.2270499412713,76.85,-32.0,15954858.0,2442035.0,0.95,0.124,8.1,71.76,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,78.86,0.926
United States,3,0.06278667183451116,2.4738441251837098,0.7069670867471745,17.132928321533434,5.802107356664781,1275.879024931145,40.68,-9.0,215622865.0,188430097.0,0.89,0.074,13.5,56.02,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,78.86,0.926
United States,4,0.07649523031210055,3.620502927422265,0.6809544466586694,23.853568432891088,5.324168649689921,2265.603389289606,47.48,-15.0,254312679.0,214409389.0,0.63,0.183,5.5,58.8,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,78.86,0.926
Uruguay,1,0.17466202263201144,,,4.666163771336229,2.801886402659052,472.7024818429727,86.15,-34.0,1089429.0,303773.0,0.97,0.205,4.9,72.22,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,77.91,0.817
Uruguay,2,0.0656635333839098,,,15.12490129555325,8.067080001101818,1981.2507460219813,71.37,-10.0,2824543.0,2655070.0,0.97,0.3936,2.5,28.7,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,77.91,0.817
Uruguay,3,0.008198646500927362,,,,,2682.697913892995,35.91,-3.0,2824543.0,2655070.0,0.55,,,,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,77.91,0.817
Uzbekistan,1,0.0017056661501516173,,,,,13.767481004185408,73.94,-8.0,,,1.16,,,43.52,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,71.72,0.72
Uzbekistan,2,0.002016220254648746,,,,,39.4427530954437,53.73,-9.0,5776110.0,1376836.0,1.11,,,71.3,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,71.72,0.72
Uzbekistan,3,0.0009490280502001355,,,,,64.05041996253804,36.91,-11.0,18122964.0,11688954.0,1.23,,,45.37,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,71.72,0.72
